hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,156,2017,April,17,26,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,,0,Transient,100,0,0,Canceled,21/11/2016
City Hotel,0,61,2016,August,36,29,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,107.1,1,0,Check-Out,02/09/2016
City Hotel,0,2,2016,March,14,30,0,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,101,0,2,Check-Out,31/03/2016
City Hotel,1,285,2017,June,25,20,0,4,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,110,0,1,Canceled,05/12/2016
City Hotel,1,247,2017,January,2,10,0,5,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,92.65,0,0,Canceled,10/05/2016
City Hotel,1,164,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160,0,0,Canceled,31/01/2017
City Hotel,0,130,2016,March,13,21,1,3,2,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,82.88,0,1,Check-Out,25/03/2016
City Hotel,0,131,2016,June,25,17,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,105.74,0,1,Check-Out,22/06/2016
City Hotel,0,65,2017,July,30,29,2,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,128.33,0,1,Check-Out,01/08/2017
City Hotel,1,104,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160,0,0,Canceled,31/01/2017
City Hotel,0,74,2017,June,25,20,0,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient-Party,146.67,0,1,Check-Out,23/06/2017
City Hotel,0,5,2015,December,50,9,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,103,,0,Transient,62,0,0,Check-Out,11/12/2015
City Hotel,1,247,2016,October,44,28,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,,0,Transient,110,0,0,Canceled,15/03/2016
City Hotel,1,197,2016,October,45,30,2,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,82.5,0,0,Canceled,11/05/2016
City Hotel,0,54,2017,May,21,21,2,2,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,228,0,1,Check-Out,25/05/2017
City Hotel,0,53,2016,November,49,29,0,4,0,2,0,BB,ROU,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,9,,0,Transient,77.86,0,2,Check-Out,03/12/2016
City Hotel,0,28,2017,March,12,19,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,91.8,0,0,Check-Out,23/03/2017
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,,91,Transient,101,0,0,Canceled,04/11/2015
City Hotel,0,5,2015,December,49,1,0,0,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,45,0,Transient,0,0,0,Check-Out,01/12/2015
City Hotel,0,47,2015,October,40,1,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,103.05,0,1,Check-Out,05/10/2015
City Hotel,0,151,2017,March,12,20,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,,0,Transient-Party,95,0,1,Check-Out,22/03/2017
City Hotel,0,1,2017,June,22,1,0,1,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,150,0,1,Check-Out,02/06/2017
City Hotel,0,31,2015,December,50,11,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,,0,Transient,63,0,1,Check-Out,14/12/2015
City Hotel,1,80,2015,November,45,2,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,37,60,Transient,111,0,0,Canceled,13/10/2015
City Hotel,1,64,2016,May,21,17,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,B,1,No Deposit,,218,0,Transient-Party,140,0,0,Canceled,05/05/2016
City Hotel,0,41,2016,January,3,16,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,93.45,1,1,Check-Out,17/01/2016
City Hotel,1,32,2015,December,50,8,4,10,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,B,B,0,No Deposit,8,,0,Transient,90.35,0,1,Canceled,13/11/2015
City Hotel,0,0,2017,February,9,27,0,0,0,0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,K,0,No Deposit,85,,0,Transient,0,0,0,Check-Out,27/02/2017
City Hotel,0,207,2016,October,43,20,2,3,2,1,0,BB,MYS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,80.01,0,3,Check-Out,25/10/2016
City Hotel,1,55,2016,June,27,26,2,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108.9,0,1,Canceled,25/06/2016
City Hotel,0,144,2016,August,36,31,1,4,1,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,97.85,0,1,Check-Out,05/09/2016
City Hotel,0,0,2016,April,16,13,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,,40,0,Transient,65,0,0,Check-Out,14/04/2016
City Hotel,0,95,2016,April,17,20,0,2,1,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,35,,0,Transient-Party,74,0,0,Check-Out,22/04/2016
City Hotel,0,310,2017,April,17,23,2,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,,0,Transient-Party,68.88,0,0,Check-Out,27/04/2017
City Hotel,0,115,2016,September,38,13,0,4,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,118.8,0,0,Check-Out,17/09/2016
City Hotel,1,42,2017,March,12,19,2,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,125.8,0,0,Canceled,05/02/2017
City Hotel,1,124,2017,February,6,7,0,3,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,71.28,0,2,Canceled,03/01/2017
City Hotel,0,3,2016,May,19,2,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,28,,0,Transient,92.7,0,0,Check-Out,05/05/2016
City Hotel,0,31,2016,August,35,23,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,129.6,0,1,Check-Out,30/08/2016
City Hotel,1,205,2016,September,38,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,,0,Transient,120,0,0,Canceled,15/03/2016
City Hotel,0,114,2016,May,21,16,1,1,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,94.5,0,0,Check-Out,18/05/2016
City Hotel,0,127,2016,July,31,25,1,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,130.05,0,0,Check-Out,29/07/2016
City Hotel,0,4,2016,May,22,24,0,2,1,0,0,BB,JPN,Direct,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient,160,0,0,Check-Out,26/05/2016
City Hotel,1,72,2016,December,53,26,1,3,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,156.61,0,0,Canceled,22/12/2016
City Hotel,1,45,2015,October,44,29,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3,,0,Transient,70,0,0,Canceled,30/09/2015
City Hotel,1,323,2015,September,36,5,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient-Party,62,0,0,Canceled,02/07/2015
City Hotel,0,23,2017,May,19,13,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,138,0,0,Check-Out,16/05/2017
City Hotel,1,15,2016,May,23,29,2,5,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,216.86,0,0,Canceled,14/05/2016
City Hotel,0,118,2016,June,24,6,1,3,1,0,0,BB,DEU,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191,,0,Transient-Party,110,0,0,Check-Out,10/06/2016
City Hotel,1,312,2015,August,35,25,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,06/07/2015
City Hotel,1,247,2017,August,31,1,0,4,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.1,0,1,Canceled,12/12/2016
City Hotel,1,48,2017,January,3,16,1,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93.6,0,0,Canceled,01/12/2016
City Hotel,0,58,2017,May,19,7,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,120,0,0,Check-Out,13/05/2017
City Hotel,1,130,2017,June,23,8,0,3,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,162,0,0,Canceled,29/01/2017
City Hotel,1,35,2016,May,22,22,2,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98.1,0,0,Canceled,04/05/2016
City Hotel,0,81,2017,May,22,29,1,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,168,,0,Transient,98.1,0,0,Check-Out,02/06/2017
City Hotel,0,31,2017,April,16,21,2,3,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,,0,Transient-Party,75,0,0,Check-Out,26/04/2017
City Hotel,1,173,2017,June,24,17,1,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,,0,Transient,116,0,0,Canceled,26/12/2016
City Hotel,0,316,2016,May,22,26,0,3,2,0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,30,,0,Transient-Party,110,0,0,Check-Out,29/05/2016
City Hotel,1,188,2016,June,25,15,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119,,39,Transient,130,0,0,Canceled,18/01/2016
City Hotel,1,164,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160,0,0,Canceled,31/01/2017
City Hotel,0,129,2016,August,34,17,0,1,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,,0,Transient,146.7,0,3,Check-Out,18/08/2016
City Hotel,0,0,2016,August,34,14,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,No Deposit,,,0,Transient,135,0,0,Check-Out,15/08/2016
City Hotel,0,17,2016,March,12,19,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,,0,Transient-Party,97,0,0,Check-Out,20/03/2016
City Hotel,0,31,2016,November,47,13,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88.4,0,1,Check-Out,17/11/2016
City Hotel,0,86,2016,May,21,20,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,65,0,1,Check-Out,23/05/2016
City Hotel,1,38,2017,May,19,12,2,7,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,,0,Transient,321.94,0,1,Canceled,04/04/2017
City Hotel,1,374,2015,October,44,26,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Contract,62,0,0,Canceled,01/01/2015
City Hotel,1,166,2016,November,45,1,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,,0,Transient,110,0,0,Canceled,13/07/2016
City Hotel,0,42,2015,September,40,30,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,86.4,0,1,Check-Out,01/10/2015
City Hotel,0,14,2015,December,53,27,2,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient-Party,105,0,2,Check-Out,31/12/2015
City Hotel,1,100,2016,July,29,16,2,1,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,121.5,0,1,Canceled,05/07/2016
City Hotel,0,67,2017,February,9,26,2,1,1,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,73.46,0,2,Check-Out,01/03/2017
City Hotel,0,13,2017,June,26,25,2,0,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,185,0,1,Check-Out,27/06/2017
City Hotel,1,79,2015,November,46,13,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,60,,69,Transient,75,0,0,Canceled,03/11/2015
City Hotel,0,1,2015,September,36,1,0,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,45,0,Transient,0,0,1,Check-Out,02/09/2015
City Hotel,0,132,2017,April,14,7,1,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.1,0,1,Check-Out,10/04/2017
City Hotel,0,50,2017,May,18,1,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,153,0,2,Check-Out,05/05/2017
City Hotel,0,133,2017,June,24,12,2,5,2,0,0,BB,ISL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,132.43,0,0,Check-Out,19/06/2017
City Hotel,1,195,2017,June,25,24,1,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,130.5,0,1,Canceled,15/05/2017
City Hotel,0,22,2017,March,11,15,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,433,0,Transient,65,0,0,Check-Out,16/03/2017
City Hotel,0,125,2017,March,12,23,2,4,2,0,0,BB,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88.4,0,1,Check-Out,29/03/2017
City Hotel,0,5,2015,September,38,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient,82.25,0,0,Check-Out,20/09/2015
City Hotel,1,117,2017,April,14,5,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170,,0,Transient,93.5,0,0,Canceled,09/12/2016
City Hotel,1,61,2017,January,4,27,0,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.2,0,1,Canceled,29/12/2016
City Hotel,0,84,2015,November,48,27,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,56,0,0,Check-Out,30/11/2015
City Hotel,1,85,2016,May,22,26,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,140.4,0,0,Canceled,25/05/2016
City Hotel,0,45,2016,September,40,30,0,1,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,,0,Transient,151.2,0,0,Check-Out,01/10/2016
City Hotel,1,305,2016,November,45,4,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,,0,Transient,89,0,0,Canceled,01/02/2016
City Hotel,0,18,2016,May,19,6,0,2,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,221,0,1,Check-Out,08/05/2016
City Hotel,1,164,2015,August,33,14,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient,6,0,0,Canceled,23/03/2015
City Hotel,1,358,2016,June,27,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21/10/2015
City Hotel,1,137,2016,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,,45,Transient,70,0,0,Canceled,27/10/2015
City Hotel,1,44,2016,September,40,27,0,2,2,0,0,BB,EGY,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,149.4,0,1,Canceled,26/09/2016
City Hotel,0,79,2016,June,25,16,0,2,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,,0,Transient,80.75,0,0,Check-Out,18/06/2016
City Hotel,1,395,2016,March,13,21,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient,62.8,0,0,Canceled,10/08/2015
City Hotel,1,601,2017,March,9,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21/10/2015
City Hotel,1,288,2016,May,19,5,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,236,Transient-Party,65,0,0,Canceled,14/03/2016
City Hotel,0,38,2016,May,19,2,1,2,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,116.1,0,1,Check-Out,05/05/2016
City Hotel,0,25,2017,February,6,11,1,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,13/02/2017
City Hotel,1,106,2016,August,35,24,0,4,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,152.1,0,0,Canceled,11/05/2016
City Hotel,1,365,2015,October,42,17,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient,62.8,0,0,Canceled,30/01/2015
City Hotel,0,14,2017,January,2,14,0,1,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126.5,0,3,Check-Out,15/01/2017
City Hotel,1,233,2015,September,38,18,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,,0,Transient-Party,120,0,0,Canceled,08/07/2015
City Hotel,0,36,2016,April,18,28,0,3,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,152.4,0,2,Check-Out,01/05/2016
City Hotel,0,335,2016,October,42,13,0,3,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56,,0,Transient-Party,80,0,0,Check-Out,16/10/2016
City Hotel,0,6,2017,May,20,14,2,1,1,0,0,BB,POL,Groups,Corporate,0,0,0,A,A,0,No Deposit,,169,0,Transient-Party,110,0,0,Check-Out,17/05/2017
City Hotel,0,7,2017,June,23,6,0,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,160,0,1,Check-Out,07/06/2017
City Hotel,0,34,2017,August,33,16,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,,0,Transient,239,1,1,Check-Out,17/08/2017
City Hotel,0,127,2017,July,27,8,2,3,3,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,,0,Transient,122.08,0,1,Check-Out,13/07/2017
City Hotel,0,25,2016,October,43,18,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,85,0,1,Check-Out,21/10/2016
City Hotel,0,19,2016,March,12,18,0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,109,0,1,Check-Out,20/03/2016
City Hotel,1,68,2016,February,8,17,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37,,0,Transient,75,0,0,Canceled,06/01/2016
City Hotel,1,454,2016,October,41,6,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21/10/2015
City Hotel,0,80,2015,October,41,9,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,12,,50,Transient-Party,136,0,0,Check-Out,11/10/2015
City Hotel,1,363,2015,October,42,15,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Contract,62,0,0,Canceled,01/01/2015
City Hotel,0,27,2016,July,28,8,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,151,0,1,Check-Out,10/07/2016
City Hotel,0,0,2016,January,5,26,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,91,0,0,Check-Out,27/01/2016
City Hotel,0,90,2016,May,20,8,2,3,1,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,90,0,0,Check-Out,13/05/2016
City Hotel,0,213,2017,August,31,4,1,2,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,130.5,0,3,Check-Out,07/08/2017
City Hotel,0,0,2015,July,31,28,0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0,0,0,Check-Out,28/07/2015
City Hotel,1,45,2017,January,1,4,0,2,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93.6,0,0,Canceled,27/11/2016
City Hotel,0,4,2016,July,30,19,0,3,1,0,0,BB,BRA,Corporate,Corporate,0,0,0,E,E,0,No Deposit,278,,0,Transient-Party,147,0,0,Check-Out,22/07/2016
City Hotel,0,2,2016,March,10,4,0,1,2,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,101,0,0,Check-Out,05/03/2016
City Hotel,0,5,2017,July,27,4,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,0,28,A,A,1,No Deposit,,40,0,Transient,65,0,1,Check-Out,07/07/2017
City Hotel,0,55,2015,September,37,6,2,0,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,75,0,0,Check-Out,08/09/2015
City Hotel,0,7,2017,May,18,1,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,144,0,1,Check-Out,04/05/2017
City Hotel,0,26,2016,September,37,4,1,0,2,0,0,BB,THA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,122,0,2,Check-Out,05/09/2016
City Hotel,1,80,2017,March,13,31,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56,,0,Transient,90,0,0,Canceled,10/01/2017
City Hotel,0,0,2016,May,23,30,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,40,0,Transient,65,0,0,Check-Out,31/05/2016
City Hotel,0,237,2015,September,38,14,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient-Party,89.25,0,0,Check-Out,17/09/2015
City Hotel,0,291,2016,September,39,21,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,1,A,B,0,No Deposit,3,,44,Transient-Party,117,0,0,Check-Out,22/09/2016
City Hotel,1,245,2016,June,25,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,,0,Transient,75,0,0,Canceled,09/02/2016
City Hotel,0,1,2015,August,32,5,0,2,3,0,0,BB,DEU,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,105,0,2,Check-Out,07/08/2015
City Hotel,1,302,2017,July,31,31,1,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.1,0,1,Canceled,07/02/2017
City Hotel,0,57,2016,June,24,10,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,90.67,0,1,Check-Out,13/06/2016
City Hotel,0,201,2016,August,32,6,2,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27,,0,Transient,82.45,0,0,Check-Out,11/08/2016
City Hotel,0,73,2015,November,48,24,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,12,,27,Transient-Party,85.67,0,0,Check-Out,27/11/2015
City Hotel,1,323,2015,September,36,5,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient-Party,62,0,0,Canceled,02/07/2015
City Hotel,1,626,2016,November,46,7,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62.8,0,0,Canceled,26/09/2016
City Hotel,0,4,2017,May,18,2,0,2,2,0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85,,0,Transient,89,0,0,Check-Out,04/05/2017
City Hotel,0,55,2016,December,51,13,0,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,74.8,0,2,Check-Out,17/12/2016
City Hotel,1,90,2016,December,53,26,1,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88.74,0,0,Canceled,27/09/2016
City Hotel,0,78,2016,May,22,23,1,3,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,120.28,0,1,Check-Out,27/05/2016
City Hotel,1,91,2017,March,10,9,1,3,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,74.8,0,0,Canceled,09/12/2016
City Hotel,0,57,2015,December,52,26,2,6,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Group,76.2,0,0,Check-Out,03/01/2016
